Total_Return_Pct,Annualized_Return_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Win_Rate_Pct,Buy_and_Hold_Return_Pct
193.9,17.21,-98.31,0.58,100.0,6247.8
