Total_Return_Pct,Annualized_Return_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Win_Rate_Pct,Buy_and_Hold_Return_Pct
178.23,16.27,-66.69,0.55,100.0,12795.13
