Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,MACD,BB_Mid,BB_Upper,BB_Lower,Daily_Return
2019-09-18,1800.6192626953125,1804.3238984219704,1779.2328130023955,1790.3890659242227,1454663,1852.9963623046874,1829.6578247070313,27.7742869982242,-13.35767124133281,1852.9963623046874,1933.7225436861224,1772.2701809232524,0.007491088721013339
2019-09-19,1769.802001953125,1798.303142318023,1760.5823506981228,1797.6295163751756,1652691,1849.4263244628905,1828.712958984375,22.99382557623582,-16.826267703101166,1849.4263244628905,1938.2569875171348,1760.5956614086463,-0.017114812320766615
2019-09-20,1739.069580078125,1792.9142228240748,1731.9548818847286,1772.285688742317,6941979,1844.3428283691405,1826.9468017578124,20.51611255123113,-21.80366590445101,1844.3428283691405,1945.9799779323155,1742.7056788059656,-0.01736489270612429
2019-09-23,1697.2655029296875,1767.3182877044228,1662.9126337380826,1767.3182877044228,6323401,1835.9145935058593,1825.0510107421876,10.473612532513357,-28.78966021188603,1835.9145935058593,1956.2801358438544,1715.5490511678643,-0.024038185491439323
2019-09-24,1721.5989990234375,1735.3233343375014,1694.9082348478362,1696.5921973265722,4620978,1827.3684814453125,1824.0644262695312,18.58510444394156,-31.99379668787492,1827.3684814453125,1954.8711130194038,1699.8658498712211,0.014336882504091042
2019-09-25,1758.4359130859375,1761.424987997252,1734.5237249191293,1738.6914914982435,4002232,1819.460186767578,1823.9094946289063,28.60861685281226,-31.20100110495582,1819.460186767578,1943.224534314819,1695.6958392203371,0.02139691884311934
2019-09-26,1757.719970703125,1774.0543231576892,1737.0071517201293,1766.3922122947429,4234281,1813.1916442871093,1823.6554028320313,31.087290551375204,-30.28141021320721,1813.1916442871093,1936.0829265318052,1690.3003620424133,-0.0004071472707560808
2019-09-27,1731.2396240234375,1755.6992198698972,1727.2402131805131,1755.530864736244,2046795,1805.48330078125,1822.231611328125,29.879171261961517,-31.328238050664368,1805.48330078125,1928.642203136691,1682.3243984258088,-0.015065168013705166
2019-09-30,1767.5709228515625,1771.5281928163138,1734.4810252859345,1736.038772509086,2620039,1799.835711669922,1822.118779296875,38.9993914511485,-28.89316208459786,1799.835711669922,1918.7935354981769,1680.877887841667,0.0209857135453555
2019-10-01,1734.43896484375,1764.7502851255142,1717.3888471852579,1764.7502851255142,3342877,1791.4306335449219,1821.1538696289062,37.950127184113626,-29.29907742708201,1791.4306335449219,1903.3823401014702,1679.4789269883736,-0.018744344331237284
2019-10-03,1734.69140625,1752.288727442655,1722.819494357142,1742.9007212413542,2317618,1783.3749755859376,1821.0578833007812,40.09184804534043,-29.263071871811007,1783.3749755859376,1886.5459390737665,1680.2040120981087,0.00014554643395747746
2019-10-04,1750.773681640625,1758.0145965871227,1730.2292171268468,1734.9865342200137,2163251,1776.3844360351563,1821.09830078125,41.782708600481946,-27.618463535274486,1776.3844360351563,1867.1725547209492,1685.5963173493635,0.009270971962322294
2019-10-07,1724.124755859375,1763.529514702984,1718.4835232794414,1751.320788055482,2177916,1769.3286499023438,1820.0508764648437,37.35485110388069,-28.14105263836973,1769.3286499023438,1852.6691529468717,1685.988146857816,-0.015221228226527606
2019-10-09,1700.886474609375,1734.4815504386188,1697.013381023804,1734.4815504386188,2066920,1761.8602966308595,1818.4957470703125,37.331863783158006,-30.083558814431626,1761.8602966308595,1841.3478062489198,1682.372787012799,-0.013478306120845107
2019-10-10,1687.709228515625,1716.8418611801899,1681.5206870564086,1707.5379275140626,2881452,1754.3498291015626,1816.9406103515626,33.424000602138676,-32.313809110113425,1754.3498291015626,1831.9413791029037,1676.7582791002214,-0.007747281367956216
